order_id,customer_id,restaurant_name,cuisine_type,cost_of_the_order,day_of_the_week,rating,food_preparation_time,delivery_time,delivery_distance,weather_condition,traffic_condition,order_timestamp
1477373,139885,Blue Ribbon Sushi Izakaya,Japanese,33.03,Weekend,0.0,21,22,4.3,Snowy,Moderate,2:04
1477138,47280,RedFarm Hudson,Chinese,14.12,Weekend,4.0,25,24,4.8,Snowy,Heavy,12:24
1477354,67487,Blue Ribbon Sushi,Japanese,16.20,Weekend,4.0,35,26,4.6,Cloudy,Moderate,22:31
1478296,250494,Five Guys Burgers and Fries,American,24.20,Weekend,4.0,21,24,5.1,Snowy,Heavy,8:44
1478226,137565,Shake Shack,American,15.91,Weekend,0.0,25,20,1.2,Stormy,Moderate,20:12
1478287,150599,Shake Shack,American,29.10,Weekday,5.0,21,30,1.4,Clear,Moderate,11:23
1478014,54630,Tortaria,Mexican,8.92,Weekend,0.0,33,16,3.1,Cloudy,Moderate,15:52
1476714,363783,Cafe Mogador,Middle Eastern,15.86,Weekday,0.0,32,29,4.9,Snowy,Heavy,9:30
1476693,41877,Cafe Mogador,Middle Eastern,29.10,Weekday,5.0,20,29,4.9,Rainy,Moderate,2:00
1476995,371590,The Meatball Shop,Italian,21.88,Weekday,5.0,24,27,2.7,Rainy,Light,6:34
1476844,175290,Otto Enoteca Pizzeria,Italian,14.02,Weekend,0.0,24,16,1.3,Snowy,Light,18:28
1477015,76686,Vezzo Thin Crust Pizza,Italian,9.17,Weekend,0.0,21,24,4.4,Snowy,Moderate,0:59
1476889,149984,Sushi of Gari 46,Japanese,12.18,Weekday,0.0,20,29,2.8,Clear,Light,5:14
1478289,318874,The Kati Roll Company,Indian,31.33,Weekend,5.0,28,25,2.7,Rainy,Moderate,21:23
1477699,302790,Klong,Thai,29.05,Weekend,5.0,35,24,2.5,Clear,Light,17:03
1476855,317794,5 Napkin Burger,American,8.39,Weekday,0.0,35,24,2.5,Rainy,Light,20:34
1477748,105349,TAO,Japanese,9.12,Weekend,0.0,34,18,2.0,Cloudy,Light,23:44
1478244,181782,Parm,Italian,29.10,Weekend,5.0,30,26,1.8,Clear,Moderate,7:34
1478310,65224,Sushi Samba,Japanese,15.47,Weekend,0.0,32,26,4.0,Clear,Light,8:38
1478017,148649,Blue Ribbon Sushi,Japanese,16.01,Weekday,4.0,23,31,5.3,Cloudy,Moderate,18:14
1476871,118709,The Meatball Shop,Italian,24.30,Weekday,4.0,31,29,5.5,Snowy,Moderate,20:49
1477999,208020,Haru Gramercy Park,Japanese,29.83,Weekday,5.0,20,32,4.2,Clear,Moderate,1:01
1476891,220693,Shake Shack,American,19.89,Weekend,0.0,27,19,3.2,Clear,Heavy,4:10
1477425,378482,Chipotle Mexican Grill $1.99 Delivery,Mexican,19.35,Weekend,4.0,21,18,3.9,Clear,Moderate,14:46
1478143,337525,TAO,Japanese,33.22,Weekend,0.0,23,19,1.8,Clear,Light,18:32
1477267,133637,RedFarm Broadway,Chinese,24.25,Weekend,5.0,22,15,2.9,Clear,Light,21:25
1477728,107909,Cafeteria,American,16.44,Weekend,0.0,33,22,5.2,Cloudy,Moderate,0:35
1476908,365237,Five Guys Burgers and Fries,American,22.75,Weekend,5.0,30,20,1.7,Clear,Light,9:09
1476581,322162,The Meatball Shop,Italian,6.74,Weekend,5.0,29,23,4.4,Snowy,Light,3:33
1476930,198802,DuMont Burger,American,29.05,Weekend,5.0,22,30,5.4,Stormy,Heavy,14:27
1477621,122864,Sarabeth's East,American,13.78,Weekend,4.0,34,24,5.5,Cloudy,Light,8:48
1478354,52037,Blue Ribbon Fried Chicken,American,19.89,Weekday,0.0,27,24,5.3,Rainy,Heavy,22:32
1477251,81110,Hill Country Fried Chicken,Southern,16.93,Weekend,5.0,33,21,4.3,Stormy,Heavy,20:09
1477656,300003,Bistango,Italian,21.88,Weekend,0.0,21,19,4.2,Cloudy,Light,10:40
1477883,91817,Blue Ribbon Fried Chicken,American,29.39,Weekend,0.0,27,28,4.6,Snowy,Moderate,14:55
1477205,112036,TAO,Japanese,20.23,Weekend,5.0,22,20,3.3,Clear,Heavy,5:47
1478107,73895,RedFarm Broadway,Chinese,29.10,Weekend,0.0,22,23,4.2,Rainy,Heavy,19:29
1477760,130507,Jack's Wife Freda,Mediterranean,22.75,Weekend,3.0,35,29,1.2,Stormy,Moderate,17:03
1476562,129486,Mamoun's Falafel,Mediterranean,14.12,Weekend,3.0,31,15,5.2,Cloudy,Light,2:17
1477692,313340,Sushi of Gari 46,Japanese,14.60,Weekday,3.0,24,24,3.2,Cloudy,Heavy,13:50
1477889,177250,RedFarm Hudson,Chinese,12.23,Weekday,5.0,25,33,4.8,Stormy,Heavy,3:02
1477243,176234,Prosperity Dumpling,Chinese,14.02,Weekend,5.0,20,30,1.2,Rainy,Light,11:28
1477560,371677,Blue Ribbon Fried Chicken,American,6.79,Weekday,0.0,33,28,2.5,Rainy,Moderate,22:38
1476896,388918,Blue Ribbon Fried Chicken,American,24.25,Weekend,0.0,28,21,2.5,Clear,Light,19:23
1478327,68551,Blue Ribbon Sushi Bar & Grill,Japanese,33.03,Weekend,0.0,33,20,4.1,Cloudy,Heavy,22:08
1476820,152786,Cafe Habana,Mexican,31.38,Weekend,4.0,23,27,5.4,Clear,Heavy,9:02
1478121,62980,Westville Hudson,American,8.34,Weekday,0.0,22,26,5.3,Cloudy,Heavy,10:40
1478077,82041,Shake Shack,American,33.03,Weekday,0.0,22,32,4.5,Rainy,Light,9:53
1478359,361616,Blue Ribbon Brooklyn,American,24.20,Weekday,3.0,22,32,5.0,Clear,Light,13:33
1476841,398426,RedFarm Broadway,Chinese,12.46,Weekend,4.0,24,20,2.2,Rainy,Moderate,4:31
1477125,130820,Nobu Next Door,Japanese,15.86,Weekend,5.0,29,23,1.7,Clear,Moderate,0:15
1477915,200074,Osteria Morini,Italian,14.55,Weekend,0.0,34,22,3.1,Clear,Heavy,3:25
1477475,65009,Blue Ribbon Fried Chicken,American,32.93,Weekend,5.0,24,23,3.0,Clear,Heavy,6:02
1477932,170221,Shake Shack,American,16.98,Weekend,0.0,22,21,5.0,Rainy,Moderate,5:36
1476651,58092,Shake Shack,American,8.00,Weekend,5.0,27,23,5.4,Snowy,Heavy,3:49
1477730,50616,Parm,Italian,13.05,Weekend,0.0,28,27,3.5,Clear,Light,18:10
1477518,133202,Sushi Samba,Japanese,29.05,Weekend,5.0,31,16,4.8,Cloudy,Moderate,2:09
1477821,277898,Haandi,Indian,5.67,Weekday,4.0,23,31,3.5,Rainy,Light,12:09
1477104,77341,The Meatball Shop,Italian,16.93,Weekend,0.0,30,25,1.1,Clear,Light,10:53
1477921,97079,Benihana,Japanese,29.29,Weekend,5.0,20,18,5.5,Stormy,Moderate,23:13
1477938,150002,The Kati Roll Company,Indian,16.15,Weekend,5.0,20,29,3.9,Stormy,Heavy,2:24
1476943,87472,RedFarm Hudson,Chinese,22.75,Weekend,0.0,31,30,4.7,Snowy,Heavy,9:17
1477581,231061,Han Dynasty,Chinese,13.34,Weekend,4.0,34,27,1.7,Clear,Light,15:32
1477975,56722,Shake Shack,American,9.75,Weekend,5.0,33,25,4.7,Clear,Moderate,19:25
1477601,107909,Cafeteria,American,6.69,Weekday,4.0,21,32,2.5,Stormy,Light,22:46
1477790,133617,Shake Shack,American,4.75,Weekday,4.0,35,28,2.7,Clear,Heavy,3:39
1477385,67538,Chipotle Mexican Grill $1.99 Delivery,Mexican,12.56,Weekend,5.0,22,18,2.9,Cloudy,Light,2:43
1478423,129969,The Meatball Shop,Italian,21.20,Weekend,0.0,34,16,2.1,Snowy,Light,8:38
1477051,57174,Tortaria,Mexican,19.31,Weekend,0.0,27,28,2.6,Clear,Light,21:37
1476796,78939,Nobu Next Door,Japanese,16.30,Weekday,3.0,20,24,3.6,Clear,Moderate,1:20
1478031,309513,Otto Enoteca Pizzeria,Italian,13.05,Weekday,5.0,33,27,3.2,Stormy,Heavy,15:06
1477740,129798,TAO,Japanese,25.27,Weekday,4.0,24,24,4.4,Clear,Light,4:00
1478384,184085,Hill Country Fried Chicken,Southern,14.79,Weekend,5.0,35,15,5.2,Cloudy,Moderate,5:20
1478183,329710,Shake Shack,American,5.72,Weekday,3.0,31,24,4.5,Stormy,Moderate,1:10
1477569,65009,Chote Nawab,Indian,16.15,Weekend,5.0,24,30,5.3,Stormy,Heavy,3:22
1478211,154030,RedFarm Hudson,Chinese,33.03,Weekend,4.0,26,22,1.1,Cloudy,Moderate,22:27
1476635,86731,Mission Cantina,Mexican,16.20,Weekend,5.0,31,18,5.4,Clear,Heavy,14:16
1477646,306119,Xi'an Famous Foods,Chinese,9.22,Weekday,0.0,31,32,4.3,Clear,Light,8:08
1477027,164016,Blue Ribbon Fried Chicken,American,16.39,Weekend,0.0,27,22,3.7,Clear,Light,16:40
1476921,121476,Blue Ribbon Fried Chicken,American,12.18,Weekday,3.0,29,27,4.7,Stormy,Light,6:04
1476689,305522,Shake Shack,American,24.20,Weekday,4.0,29,29,2.0,Clear,Light,11:52
1477767,68976,Sarabeth's East,American,17.03,Weekend,3.0,26,30,4.4,Cloudy,Heavy,8:16
1476582,60703,Cafe Habana,Mexican,6.79,Weekday,0.0,33,25,3.7,Cloudy,Moderate,17:18
1478169,80460,Rubirosa,Italian,21.83,Weekend,3.0,30,27,5.3,Cloudy,Light,14:49
1477702,128600,Blue Ribbon Fried Chicken,American,31.29,Weekday,0.0,22,33,3.5,Clear,Moderate,3:57
1477240,142356,Blue Ribbon Sushi,Japanese,11.83,Weekend,4.0,26,21,2.6,Clear,Heavy,11:00
1476564,83287,Five Guys Burgers and Fries,American,24.30,Weekend,5.0,30,20,1.8,Clear,Moderate,9:02
1478408,134152,The Meatball Shop,Italian,22.26,Weekend,0.0,28,25,2.7,Rainy,Light,5:44
1477824,345899,TAO,Japanese,20.47,Weekend,4.0,26,30,4.9,Stormy,Light,1:08
1477617,38050,Blue Ribbon Sushi,Japanese,12.18,Weekend,5.0,28,25,2.9,Cloudy,Moderate,11:50
1477978,259341,Joe's Shanghai _Àü£¾÷´,Chinese,15.81,Weekend,5.0,20,26,1.6,Cloudy,Heavy,18:25
1477281,309513,Otto Enoteca Pizzeria,Italian,22.36,Weekend,5.0,26,27,4.4,Stormy,Light,14:48
1478223,234089,Blue Ribbon Sushi,Japanese,8.68,Weekend,5.0,34,27,2.0,Stormy,Light,4:44
1477364,125123,Shake Shack,American,21.83,Weekend,0.0,23,22,4.8,Snowy,Heavy,7:54
1476715,365244,Bareburger,American,16.30,Weekday,0.0,20,28,4.9,Cloudy,Light,0:10
1476654,63020,The Odeon,American,12.90,Weekday,3.0,31,28,5.1,Rainy,Heavy,8:43
1477296,222879,Parm,Italian,29.15,Weekday,5.0,23,27,1.9,Snowy,Moderate,22:33
1478321,275535,Pongsri Thai,Thai,13.05,Weekday,4.0,31,24,1.8,Cloudy,Light,15:08
1477942,49793,Yama Japanese Restaurant,Japanese,22.36,Weekend,5.0,30,16,3.8,Snowy,Moderate,10:29
1477552,137565,Shake Shack,American,31.29,Weekday,0.0,26,32,2.0,Clear,Heavy,23:05
1476770,65009,Blue Ribbon Fried Chicken,American,7.86,Weekday,4.0,22,33,1.6,Rainy,Heavy,14:02
1476558,214394,Yama Japanese Restaurant,Japanese,16.10,Weekend,0.0,33,27,5.0,Snowy,Moderate,6:01
1477993,91907,Momoya,Japanese,16.98,Weekday,5.0,31,32,5.1,Snowy,Heavy,2:33
1478072,82041,Osteria Morini,Italian,12.95,Weekend,5.0,26,28,4.0,Cloudy,Moderate,7:51
1476935,59419,Blue Ribbon Fried Chicken,American,11.69,Weekend,5.0,21,24,1.9,Stormy,Light,20:45
1477255,50199,Five Guys Burgers and Fries,American,12.13,Weekend,0.0,26,15,1.6,Clear,Heavy,10:53
1477012,325210,The Meatball Shop,American,12.32,Weekend,0.0,31,19,2.2,Rainy,Light,19:31
1477704,100999,Balthazar Boulangerie,French,12.13,Weekend,0.0,22,27,1.6,Clear,Light,17:45
1477188,146588,Sushi of Gari,Japanese,12.18,Weekday,5.0,25,24,1.6,Cloudy,Moderate,8:21
1478348,310051,Parm,Italian,14.99,Weekend,0.0,34,24,1.2,Cloudy,Light,8:43
1477405,128243,The Meatball Shop,Italian,6.74,Weekend,5.0,26,30,3.3,Snowy,Light,19:23
1476826,53543,CafÌ© China,Chinese,24.30,Weekend,0.0,20,23,4.6,Snowy,Moderate,14:51
1478340,230535,Shake Shack,American,10.38,Weekend,3.0,24,29,1.6,Clear,Light,13:52
1477044,127122,RedFarm Broadway,Chinese,6.79,Weekend,5.0,33,28,4.1,Stormy,Heavy,7:03
1476978,177250,RedFarm Hudson,Chinese,25.27,Weekend,0.0,34,28,4.2,Cloudy,Heavy,5:47
1477287,111125,Otto Enoteca Pizzeria,Italian,14.99,Weekend,0.0,29,21,3.5,Stormy,Moderate,7:25
1477110,144997,RedFarm Hudson,Chinese,29.05,Weekend,4.0,22,28,3.0,Clear,Light,8:55
1476555,97991,Blue Ribbon Sushi Bar & Grill,Japanese,9.65,Weekend,0.0,25,26,3.0,Rainy,Heavy,7:58
1476862,58533,The Meatball Shop,Italian,29.20,Weekend,0.0,31,24,5.0,Rainy,Heavy,16:34
1477117,104336,Nobu Next Door,Japanese,5.77,Weekday,4.0,29,24,3.1,Clear,Light,9:02
1478402,232582,CafÌ© China,Chinese,32.93,Weekday,3.0,26,28,5.0,Cloudy,Light,15:22
1477431,195927,Boqueria,Spanish,12.13,Weekend,5.0,30,20,5.1,Cloudy,Moderate,20:40
1477836,373689,Bareburger,American,12.08,Weekend,0.0,29,20,5.1,Rainy,Heavy,4:04
1477376,370372,Blue Ribbon Fried Chicken,American,11.59,Weekday,0.0,25,24,3.1,Clear,Moderate,21:30
1476835,264707,TAO,Japanese,9.56,Weekend,5.0,21,17,2.1,Clear,Light,12:16
1477177,42385,Song Thai Restaurant & Bar,Thai,24.20,Weekend,5.0,21,26,5.4,Snowy,Heavy,4:48
1478174,104555,Sushi of Gari,Japanese,29.34,Weekday,0.0,32,25,4.3,Clear,Light,7:22
1478269,250494,The Meatball Shop,Italian,11.16,Weekday,5.0,22,28,4.7,Clear,Light,14:31
1477369,139085,Shake Shack,American,24.25,Weekday,0.0,32,24,1.3,Stormy,Heavy,4:57
1476969,198309,Blue Ribbon Sushi,Japanese,29.20,Weekend,0.0,22,25,4.8,Rainy,Moderate,17:27
1477420,399478,Shake Shack,American,14.07,Weekend,0.0,25,28,5.2,Snowy,Heavy,8:20
1476663,40010,Parm,Italian,19.35,Weekend,4.0,35,19,3.5,Cloudy,Light,7:46
1477904,48131,RedFarm Hudson,Chinese,16.10,Weekend,4.0,23,29,3.2,Cloudy,Moderate,14:01
1478219,41692,Shake Shack,American,22.80,Weekend,0.0,30,19,5.0,Rainy,Light,15:47
1477206,61305,Blue Ribbon Sushi Bar & Grill,Japanese,15.23,Weekend,0.0,30,19,5.5,Rainy,Heavy,20:06
1477337,123780,Five Guys Burgers and Fries,American,33.03,Weekend,0.0,29,25,4.5,Cloudy,Light,1:20
1476809,385248,Shake Shack,American,12.95,Weekend,0.0,27,18,4.2,Clear,Light,8:56
1477750,97806,Shake Shack,American,16.49,Weekend,5.0,32,22,2.1,Clear,Light,16:27
1476817,97079,Benihana,Japanese,29.05,Weekend,0.0,25,26,5.1,Cloudy,Light,9:13
1476659,52463,RedFarm Broadway,Chinese,31.33,Weekend,3.0,33,23,5.5,Stormy,Heavy,21:58
1477609,105068,TAO,Japanese,16.01,Weekend,0.0,26,16,2.8,Rainy,Light,13:59
1477616,128600,Tamarind TriBeCa,Indian,14.07,Weekend,4.0,26,21,2.4,Stormy,Heavy,11:32
1476769,71791,Sushi of Gari 46,Japanese,8.83,Weekday,0.0,31,33,5.1,Cloudy,Moderate,1:01
1477185,362068,The Kati Roll Company,Indian,33.03,Weekend,0.0,35,21,3.0,Stormy,Light,18:51
1477752,298824,Shake Shack,American,16.25,Weekday,3.0,30,24,4.3,Stormy,Moderate,3:24
1477239,94524,The Meatball Shop,Italian,22.36,Weekend,4.0,28,18,4.4,Rainy,Heavy,8:26
1476590,342107,The Kati Roll Company,Indian,16.83,Weekend,4.0,26,20,1.5,Clear,Moderate,14:39
1478305,62359,Rubirosa,Italian,8.00,Weekday,4.0,27,29,4.9,Clear,Moderate,11:05
1476751,347181,Blue Ribbon Sushi,Japanese,16.01,Weekend,0.0,29,22,2.6,Cloudy,Moderate,3:05
1477831,60052,RedFarm Broadway,Chinese,16.01,Weekday,4.0,23,27,5.4,Clear,Light,17:24
1477955,198936,Five Leaves,American,10.24,Weekday,0.0,22,25,2.6,Stormy,Light,11:09
1476568,348787,Otto Enoteca Pizzeria,Italian,19.40,Weekday,4.0,32,28,3.1,Clear,Heavy,0:52
1478391,184325,Pinto Nouveau Thai Bistro,Thai,19.35,Weekend,4.0,34,24,5.2,Snowy,Light,7:22
1476725,42935,Barbounia,Mediterranean,13.97,Weekend,5.0,29,25,4.3,Rainy,Light,1:54
1476688,200672,Cafe Mogador,Middle Eastern,13.00,Weekend,0.0,21,15,3.5,Snowy,Light,20:35
1477102,75484,Five Guys Burgers and Fries,American,13.05,Weekend,0.0,34,27,3.0,Stormy,Moderate,12:09
1476878,378027,RedFarm Broadway,Chinese,8.49,Weekend,0.0,24,16,3.8,Rainy,Moderate,3:44
1476805,93133,Parm,Italian,22.80,Weekday,5.0,33,33,3.2,Stormy,Light,8:09
1478093,268958,Barbounia,Mediterranean,20.18,Weekend,5.0,29,19,3.5,Rainy,Heavy,11:11
1478201,370017,RedFarm Broadway,Chinese,19.59,Weekend,5.0,24,19,5.1,Rainy,Moderate,9:47
1478032,146586,Dirty Bird to Go,American,19.40,Weekend,4.0,25,19,1.0,Rainy,Moderate,9:59
1476606,350085,The Meatball Shop,Italian,17.03,Weekday,0.0,22,29,3.0,Clear,Heavy,13:56
1477570,292343,Amy Ruth's,Southern,16.11,Weekend,4.0,30,26,1.2,Clear,Heavy,6:46
1476808,84700,Pepe Giallo,Italian,14.60,Weekday,3.0,32,24,5.5,Rainy,Light,7:45
1476610,53212,TAO,Japanese,12.27,Weekday,0.0,26,29,1.2,Clear,Moderate,15:37
1476875,373353,indikitch,Indian,22.26,Weekend,0.0,35,16,5.0,Cloudy,Heavy,18:40
1476829,79255,The Meatball Shop,Italian,6.79,Weekend,0.0,26,15,4.4,Stormy,Moderate,18:11
1477366,275689,Han Dynasty,Chinese,14.12,Weekend,4.0,35,19,2.5,Stormy,Light,11:24
1477774,354719,The Meatball Shop,Italian,29.15,Weekend,5.0,34,20,4.4,Rainy,Heavy,12:00
1477209,17495,Prosperity Dumpling,Chinese,12.18,Weekday,0.0,26,24,4.0,Snowy,Light,14:28
1478334,352247,Chipotle Mexican Grill $1.99 Delivery,Mexican,25.22,Weekend,4.0,27,22,4.8,Stormy,Light,23:50
1477872,300670,Shake Shack,American,13.39,Weekend,0.0,30,22,4.3,Stormy,Heavy,18:23
1478417,87747,Blue Ribbon Fried Chicken,American,9.02,Weekend,5.0,31,15,1.4,Snowy,Heavy,14:49
1477401,326426,Sushi of Gari,Japanese,29.15,Weekend,0.0,34,24,5.1,Rainy,Heavy,18:09
1477764,131645,Yama 49,Japanese,13.00,Weekday,5.0,24,32,1.8,Snowy,Light,15:39
1477835,129518,Blue Ribbon Fried Chicken,American,15.33,Weekday,4.0,24,29,2.7,Clear,Light,6:10
1476997,103005,Yama Japanese Restaurant,Japanese,14.55,Weekend,5.0,20,28,4.6,Clear,Light,23:05
1477519,140477,Momoya,Japanese,31.43,Weekend,0.0,24,17,4.3,Stormy,Heavy,15:19
1477004,250494,Five Guys Burgers and Fries,American,33.03,Weekend,5.0,29,15,1.2,Stormy,Moderate,12:57
1477536,105164,Piccolo Angolo,Italian,15.91,Weekend,4.0,26,26,2.4,Cloudy,Moderate,2:53
1478313,160957,Momoya,Japanese,12.18,Weekend,4.0,27,25,3.0,Clear,Moderate,11:04
1477290,361509,Shake Shack,American,19.35,Weekday,0.0,35,33,3.6,Cloudy,Heavy,15:06
1476648,169478,RedFarm Broadway,Chinese,19.35,Weekend,0.0,24,28,5.2,Cloudy,Light,6:24
1476657,91192,Hill Country Fried Chicken,Southern,29.35,Weekend,4.0,26,24,1.1,Clear,Heavy,2:11
1478089,134294,Shake Shack,American,15.28,Weekday,4.0,30,29,4.7,Stormy,Heavy,10:54
1478026,365225,Pepe Rosso To Go,Italian,12.23,Weekday,3.0,24,24,2.5,Clear,Light,6:17
1477768,279895,Shake Shack,American,9.60,Weekday,4.0,35,28,4.9,Cloudy,Moderate,17:40
1477424,81110,Han Dynasty,Chinese,12.95,Weekend,0.0,20,25,5.0,Cloudy,Light,13:23
1478378,384391,Shake Shack,American,8.88,Weekend,5.0,27,23,5.4,Snowy,Heavy,9:45
1477493,328357,Shake Shack,American,15.96,Weekend,3.0,30,21,1.2,Cloudy,Light,7:46
1478092,41318,Jack's Wife Freda,Mediterranean,15.47,Weekend,5.0,33,16,2.5,Cloudy,Moderate,4:08
1477150,92832,Five Guys Burgers and Fries,American,12.23,Weekend,5.0,22,22,5.5,Stormy,Moderate,15:57
1478157,58871,Shake Shack,American,8.05,Weekday,4.0,25,27,1.2,Cloudy,Light,21:19
1478343,231042,Momoya,Japanese,8.54,Weekday,4.0,28,29,5.4,Cloudy,Moderate,21:58
1476860,336162,Nobu Next Door,Japanese,29.15,Weekday,5.0,28,25,5.5,Stormy,Heavy,16:05
1477675,76907,Han Dynasty,Chinese,7.23,Weekend,5.0,21,18,3.1,Cloudy,Heavy,8:58
1476799,389740,L'Express,French,19.69,Weekend,3.0,26,17,4.4,Cloudy,Heavy,5:37
1476598,41168,Parm,Italian,12.13,Weekend,3.0,34,22,1.1,Cloudy,Light,12:21
1477277,59749,Bareburger,American,16.49,Weekday,0.0,31,27,5.2,Rainy,Moderate,22:59
1476682,86731,Mission Cantina,Mexican,12.08,Weekend,0.0,30,18,4.6,Cloudy,Heavy,17:42
1477047,42832,5 Napkin Burger,American,9.27,Weekend,0.0,34,30,3.9,Cloudy,Light,23:21
1478173,91005,Han Dynasty,Chinese,24.25,Weekend,5.0,33,26,5.0,Rainy,Light,6:42
1477528,128963,Han Dynasty,Chinese,5.67,Weekday,4.0,21,31,4.2,Stormy,Light,17:42
1478426,124085,Blue Ribbon Sushi Bar & Grill,Japanese,14.12,Weekend,3.0,21,24,5.2,Snowy,Moderate,9:44
1476696,231061,Han Dynasty,Chinese,33.03,Weekday,0.0,33,31,3.0,Clear,Light,16:47
1478189,105138,Han Dynasty,Chinese,8.97,Weekend,4.0,33,19,2.9,Clear,Light,18:06
1477532,95164,Amma,Indian,8.88,Weekday,4.0,27,24,3.5,Cloudy,Light,9:47
1477324,263426,Blue Ribbon Sushi Izakaya,Japanese,12.13,Weekday,5.0,30,29,5.2,Cloudy,Light,5:40
1476698,142461,Delicatessen,American,11.64,Weekend,0.0,27,27,1.5,Cloudy,Moderate,16:37
1478290,263199,Sushi of Gari 46,Japanese,31.43,Weekend,4.0,35,23,2.0,Cloudy,Heavy,3:41
1476919,387227,Blue Ribbon Sushi Bar & Grill,Japanese,13.15,Weekend,5.0,30,30,1.3,Stormy,Moderate,13:47
1477247,385559,Blue Ribbon Fried Chicken,American,14.02,Weekend,5.0,20,28,5.1,Clear,Heavy,22:27
1477794,127149,Sarabeth's East,American,9.41,Weekend,0.0,25,16,2.4,Cloudy,Moderate,11:09
1477048,200074,Osteria Morini,Italian,9.07,Weekend,0.0,33,16,4.9,Clear,Heavy,14:18
1477615,136876,Rubirosa,Italian,14.07,Weekend,5.0,35,16,1.6,Stormy,Light,20:34
1476566,103884,S'MAC,American,14.46,Weekend,0.0,34,17,3.7,Clear,Light,18:39
1477310,38612,Vanessa's Dumplings,Chinese,6.70,Weekend,5.0,20,17,3.7,Rainy,Light,5:04
1477758,334619,Blue Ribbon Sushi Izakaya,Japanese,14.07,Weekday,4.0,24,26,3.4,Stormy,Moderate,21:56
1477765,92996,Tamarind TriBeCa,Indian,19.45,Weekend,4.0,29,19,4.6,Rainy,Light,21:03
1476753,195723,Cafe Habana,Mexican,13.97,Weekday,3.0,34,28,4.2,Cloudy,Moderate,15:48
1476759,268958,Sushi of Gari 46,Japanese,12.22,Weekend,4.0,24,20,5.2,Stormy,Heavy,7:55
1477333,111356,Bhatti Indian Grill,Indian,29.25,Weekend,5.0,21,15,5.2,Rainy,Heavy,7:33
1476830,361509,Cafeteria,American,17.03,Weekend,0.0,34,20,3.9,Rainy,Moderate,2:11
1478227,367591,Taro Sushi,Japanese,16.05,Weekday,5.0,35,32,1.0,Clear,Light,3:12
1476789,103005,Yama Japanese Restaurant,Japanese,17.08,Weekend,5.0,28,15,4.3,Stormy,Moderate,13:27
1477603,399121,Blue Ribbon Sushi,Japanese,11.30,Weekday,0.0,24,24,5.2,Snowy,Moderate,15:55
1478246,260680,Delicatessen,American,32.98,Weekend,5.0,34,16,4.8,Clear,Heavy,7:31
1476931,124838,Hill Country Fried Chicken,Southern,29.15,Weekend,5.0,33,25,5.1,Stormy,Moderate,0:35
1477029,295111,The Meatball Shop,Italian,13.00,Weekday,5.0,23,26,4.5,Stormy,Heavy,22:46
1476849,42052,Pepe Rosso To Go,Italian,13.73,Weekend,0.0,21,28,3.7,Clear,Moderate,0:36
1478179,52832,Han Dynasty,Chinese,12.23,Weekend,3.0,33,27,1.5,Clear,Heavy,17:52
1477679,120833,Bareburger,American,16.25,Weekend,0.0,29,15,2.2,Rainy,Light,19:33
1477810,94483,Bistango,Italian,24.20,Weekend,0.0,28,21,5.3,Snowy,Moderate,9:28
1477342,49631,The Meatball Shop,Italian,14.31,Weekend,0.0,23,17,3.5,Clear,Moderate,21:04
